CustomerID,Gender,Age,AnnualIncome,SpendingScore,VisitFrequency,AvgPurchaseValue,SatisfactionScore,ComplaintsCount,LoyaltyPoints,CustomerSegment,ChurnRisk
3092,Male,53,91,70,11,3223.43,8.3,1,7092,Potential Loyalist,Low
676,Male,26,104,75,16,3992.87,9.2,0,10000,Premium Customer,Low
8677,Male,35,75,20,2,1845.53,3.4,2,738,At-Risk Customer,High
4885,Male,26,70,51,3,2302.14,8.7,0,1381,Regular Customer,Medium
8080,Male,54,40,12,1,1322.55,2.7,4,265,At-Risk Customer,High
1963,Male,38,114,85,18,4637.01,8.8,1,10000,Premium Customer,Low
1841,Male,42,109,82,12,4579.95,9.2,1,10000,Premium Customer,Low
7169,Male,48,40,24,2,1192.71,3.6,0,477,Budget Shopper,Medium
9899,Male,32,62,23,1,1727.29,2.7,5,345,At-Risk Customer,High
3539,Female,55,78,68,9,3212.64,8.1,1,5783,Potential Loyalist,Low
8027,Female,33,72,11,2,1693.61,2.0,2,677,At-Risk Customer,High
4867,Male,46,46,55,8,2173.57,6.5,2,3478,Regular Customer,Medium
4175,Female,39,56,49,10,2046.25,7.0,1,4092,Regular Customer,Medium
8089,Female,31,35,11,3,851.58,3.3,0,511,At-Risk Customer,High
4378,Female,55,63,47,9,2202.19,6.8,1,3964,Regular Customer,Medium
6212,Female,43,23,32,2,947.68,5.8,1,379,Budget Shopper,Medium
4767,Male,47,68,46,11,2312.07,7.7,1,5087,Regular Customer,Medium
412,Male,37,101,93,19,4227.37,9.2,2,10000,Premium Customer,Low
614,Male,32,101,85,17,4317.48,9.4,1,10000,Premium Customer,Low
6127,Male,32,32,18,3,706.8,4.9,0,424,Budget Shopper,Medium
5211,Female,47,67,61,2,2708.04,6.7,0,1083,Regular Customer,Medium
1431,Female,30,112,87,16,4254.22,9.8,0,10000,Premium Customer,Low
2426,Female,41,91,71,7,3393.14,8.1,0,4750,Potential Loyalist,Low
8842,Male,43,39,15,1,939.96,3.3,3,188,At-Risk Customer,High
3834,Male,43,77,73,9,3677.54,8.8,2,6620,Potential Loyalist,Low
4719,Female,30,57,59,9,2796.08,8.2,1,5033,Regular Customer,Medium
7186,Male,23,27,35,4,1375.26,4.5,0,1100,Budget Shopper,Medium
1418,Male,18,112,86,15,4540.67,9.0,1,10000,Premium Customer,Low
7200,Female,55,27,22,1,955.9,4.4,0,191,Budget Shopper,Medium
605,Male,25,113,82,17,4121.04,9.0,1,10000,Premium Customer,Low
1273,Female,24,101,89,12,4429.08,9.2,1,10000,Premium Customer,Low
3965,Female,39,79,73,11,3385.8,8.0,1,7449,Potential Loyalist,Low
6368,Male,23,28,23,2,1347.41,4.0,2,539,Budget Shopper,Medium
8747,Female,32,66,16,0,1984.39,2.0,2,0,At-Risk Customer,High
248,Male,64,105,78,15,4009.61,9.4,0,10000,Premium Customer,Low
9227,Male,25,50,12,0,1274.26,3.2,4,0,At-Risk Customer,High
1983,Male,62,105,99,15,4496.43,9.2,0,10000,Premium Customer,Low
2836,Male,52,90,65,11,3512.86,9.3,0,7728,Potential Loyalist,Low
5376,Female,35,76,54,9,2587.15,7.9,0,4657,Regular Customer,Medium
200,Female,45,101,87,15,4073.35,8.5,0,10000,Premium Customer,Low
486,Female,19,99,89,15,4169.16,9.7,2,10000,Premium Customer,Low
6084,Male,49,17,35,3,1370.2,4.3,0,822,Budget Shopper,Medium
8957,Male,44,53,17,1,1208.06,2.1,4,242,At-Risk Customer,High
456,Male,41,104,92,18,4152.91,9.3,1,10000,Premium Customer,Low
9799,Male,28,35,16,0,1035.33,3.2,3,0,At-Risk Customer,High
8827,Male,44,61,16,0,1445.83,2.9,5,0,At-Risk Customer,High
6516,Male,44,41,24,4,1448.7,5.1,1,1159,Budget Shopper,Medium
1722,Male,59,108,94,17,4788.21,9.0,0,10000,Premium Customer,Low
7051,Male,34,27,24,3,1120.32,6.2,0,672,Budget Shopper,Medium
6383,Female,37,22,32,4,1426.1,4.8,2,1141,Budget Shopper,Medium
8166,Female,48,66,20,0,1942.7,3.5,4,0,At-Risk Customer,High
5768,Female,36,73,56,7,3246.21,6.3,1,4545,Regular Customer,Medium
5810,Male,38,58,61,6,2789.41,6.6,1,3347,Regular Customer,Medium
4627,Male,40,66,56,8,2451.39,6.8,0,3922,Regular Customer,Medium
863,Female,30,122,79,18,4549.21,8.7,1,10000,Premium Customer,Low
2095,Female,35,84,62,8,3449.45,8.1,1,5519,Potential Loyalist,Low
948,Female,22,104,70,15,3563.0,9.0,0,10000,Premium Customer,Low
5642,Female,46,63,59,7,2906.3,7.5,1,4069,Regular Customer,Medium
1445,Female,47,113,88,12,4428.99,9.7,1,10000,Premium Customer,Low
1281,Male,30,111,81,15,4306.46,8.9,1,10000,Premium Customer,Low
3111,Female,53,86,80,12,3484.94,8.2,0,8364,Potential Loyalist,Low
8953,Female,34,45,8,0,1332.1,2.9,1,0,At-Risk Customer,High
7610,Male,18,25,26,2,1159.36,5.0,1,464,Budget Shopper,Medium
5136,Female,18,53,54,6,2279.68,6.9,0,2736,Regular Customer,Medium
3017,Female,68,82,72,12,3247.85,7.7,0,7795,Potential Loyalist,Low
2303,Female,45,80,78,10,3760.81,8.5,1,7522,Potential Loyalist,Low
2005,Male,62,87,66,8,3301.69,7.6,0,5283,Potential Loyalist,Low
4581,Female,36,62,58,9,2732.8,7.5,1,4919,Regular Customer,Medium
8705,Male,18,37,12,3,1009.46,1.0,3,606,At-Risk Customer,High
1006,Female,23,113,78,17,4146.55,9.5,1,10000,Premium Customer,Low
5139,Male,33,59,63,11,2451.89,7.6,1,5394,Regular Customer,Medium
4318,Female,29,63,53,7,2499.32,6.8,1,3499,Regular Customer,Medium
6559,Female,35,26,26,2,906.72,4.4,0,363,Budget Shopper,Medium
4388,Female,50,65,49,7,2261.15,5.9,1,3166,Regular Customer,Medium
2133,Male,42,92,58,12,3320.19,8.2,2,7968,Potential Loyalist,Low
4266,Female,57,72,53,9,2591.77,6.6,1,4665,Regular Customer,Medium
2058,Female,37,93,56,10,3311.6,8.0,2,6623,Potential Loyalist,Low
5387,Female,22,69,61,5,2841.86,7.2,1,2842,Regular Customer,Medium
230,Female,38,115,90,17,4519.38,8.4,0,10000,Premium Customer,Low
2890,Male,41,96,66,11,3342.96,8.1,1,7355,Potential Loyalist,Low
4473,Male,46,61,60,8,2688.57,7.3,2,4302,Regular Customer,Medium
6065,Male,30,40,23,5,1613.08,6.8,2,1613,Budget Shopper,Medium
7925,Male,40,15,26,3,714.42,5.1,0,429,Budget Shopper,Medium
7650,Female,24,22,27,3,819.77,5.2,1,492,Budget Shopper,Medium
8382,Female,44,48,19,1,1481.48,4.1,2,296,At-Risk Customer,High
210,Female,24,137,85,14,5000.0,9.8,2,10000,Premium Customer,Low
2759,Female,49,85,76,8,3414.6,8.1,1,5463,Potential Loyalist,Low
8472,Male,35,57,19,1,1615.73,4.0,7,323,At-Risk Customer,High
2949,Female,18,76,66,10,3651.14,7.1,1,7302,Potential Loyalist,Low
7117,Female,29,24,23,3,1335.35,5.6,2,801,Budget Shopper,Medium
6331,Male,48,22,24,2,1220.69,6.1,0,488,Budget Shopper,Medium
1729,Female,40,113,79,12,4263.06,9.0,1,10000,Premium Customer,Low
4177,Male,35,73,51,8,2702.34,8.2,2,4324,Regular Customer,Medium
338,Male,44,107,85,13,4170.36,8.8,0,10000,Premium Customer,Low
4985,Female,31,65,53,7,2741.88,7.0,2,3839,Regular Customer,Medium
6879,Female,18,32,38,3,1342.72,5.5,2,806,Budget Shopper,Medium
7249,Male,31,22,25,3,1189.97,4.9,1,714,Budget Shopper,Medium
8453,Male,33,45,14,1,983.83,4.6,1,197,At-Risk Customer,High
1227,Female,33,110,81,15,4412.27,8.7,1,10000,Premium Customer,Low
7609,Female,27,33,32,0,1789.98,4.6,1,0,Budget Shopper,Medium
6828,Female,33,21,22,5,901.52,6.2,1,902,Budget Shopper,Medium
3541,Female,22,69,73,10,3530.34,8.5,0,7061,Potential Loyalist,Low
5869,Female,33,48,44,5,1854.05,6.1,2,1854,Regular Customer,Medium
2112,Female,51,78,79,9,3520.66,6.7,0,6337,Potential Loyalist,Low
2692,Female,49,82,70,8,3250.5,9.2,0,5201,Potential Loyalist,Low
7154,Female,43,26,20,1,907.36,6.6,0,181,Budget Shopper,Medium
3708,Male,50,85,71,7,3357.59,7.1,3,4701,Potential Loyalist,Low
1018,Male,63,106,71,14,3888.47,8.5,2,10000,Premium Customer,Low
8512,Male,50,46,19,0,1902.86,3.3,3,0,At-Risk Customer,High
2808,Female,23,84,79,14,3518.53,8.1,0,9852,Potential Loyalist,Low
5016,Female,21,65,58,8,2688.76,6.0,0,4302,Regular Customer,Medium
1929,Female,52,119,79,18,4161.39,9.3,3,10000,Premium Customer,Low
351,Female,18,112,90,15,4302.98,9.3,1,10000,Premium Customer,Low
5174,Male,18,58,48,6,2198.49,6.7,1,2638,Regular Customer,Medium
4193,Male,63,61,60,7,2254.87,7.7,2,3157,Regular Customer,Medium
1935,Male,58,131,85,15,4627.68,9.6,0,10000,Premium Customer,Low
6902,Male,70,30,28,3,1304.79,4.9,1,783,Budget Shopper,Medium
4824,Male,30,69,56,7,2769.55,5.3,2,3877,Regular Customer,Medium
565,Female,48,120,81,14,4538.21,8.5,3,10000,Premium Customer,Low
1583,Male,58,102,95,14,4245.2,8.8,0,10000,Premium Customer,Low
4695,Male,49,64,53,7,2808.21,8.4,2,3931,Regular Customer,Medium
2176,Male,37,80,70,9,3474.67,8.8,2,6254,Potential Loyalist,Low
7029,Male,31,18,37,3,1390.77,3.5,1,834,Budget Shopper,Medium
4881,Female,44,67,38,12,2182.48,6.2,1,5238,Regular Customer,Medium
2229,Female,35,95,75,8,3645.34,8.6,0,5833,Potential Loyalist,Low
1116,Female,44,113,86,17,4152.71,9.5,0,10000,Premium Customer,Low
3127,Male,41,81,69,7,2948.14,8.0,1,4127,Potential Loyalist,Low
3545,Female,56,88,64,12,3223.34,7.3,1,7736,Potential Loyalist,Low
5049,Female,34,73,49,6,2594.3,6.3,0,3113,Regular Customer,Medium
7477,Male,55,29,29,2,1559.87,4.6,2,624,Budget Shopper,Medium
822,Female,36,121,89,13,4512.7,9.0,1,10000,Premium Customer,Low
6533,Male,31,18,27,3,954.59,4.8,1,573,Budget Shopper,Medium
2273,Female,42,76,69,7,3196.76,7.2,0,4475,Potential Loyalist,Low
5546,Female,63,59,62,9,2535.17,6.7,2,4563,Regular Customer,Medium
82,Female,30,113,88,14,4575.99,9.1,0,10000,Premium Customer,Low
1324,Female,41,114,86,15,4588.95,8.7,2,10000,Premium Customer,Low
9406,Male,64,54,14,2,1456.94,4.4,5,583,At-Risk Customer,High
1615,Female,32,109,88,16,4591.21,7.8,2,10000,Premium Customer,Low
832,Male,24,103,80,14,4252.15,9.2,3,10000,Premium Customer,Low
3884,Female,35,83,58,11,3136.75,7.1,2,6901,Potential Loyalist,Low
8642,Male,44,57,17,2,1540.0,3.5,4,616,At-Risk Customer,High
4465,Female,68,37,42,7,1829.23,6.4,0,2561,Regular Customer,Medium
5340,Male,24,64,63,8,2743.21,6.7,0,4389,Regular Customer,Medium
8067,Female,51,45,17,2,1033.27,2.4,0,413,At-Risk Customer,High
1650,Male,49,131,83,15,4687.27,9.3,1,10000,Premium Customer,Low
4066,Female,25,74,52,6,2504.52,6.7,0,3005,Regular Customer,Medium
9666,Female,42,52,16,0,1655.13,3.1,3,0,At-Risk Customer,High
3039,Female,42,89,69,11,3383.84,8.5,0,7444,Potential Loyalist,Low
3321,Female,26,94,75,12,3888.16,7.9,2,9332,Potential Loyalist,Low
7144,Male,18,46,16,3,1372.0,5.4,0,823,Budget Shopper,Medium
6890,Female,55,27,28,3,1279.14,5.7,0,767,Budget Shopper,Medium
5093,Female,56,66,55,9,2636.08,6.6,1,4745,Regular Customer,Medium
3721,Male,60,95,71,10,3776.59,7.2,2,7553,Potential Loyalist,Low
2424,Male,26,86,71,12,3281.72,8.2,0,7876,Potential Loyalist,Low
750,Male,39,99,84,13,4336.3,8.6,0,10000,Premium Customer,Low
5272,Female,45,59,66,5,2581.09,7.2,1,2581,Regular Customer,Medium
2374,Male,64,79,65,8,3139.04,8.3,0,5022,Potential Loyalist,Low
4694,Male,45,57,64,10,2928.39,5.9,0,5857,Regular Customer,Medium
9880,Male,36,48,27,2,1790.86,2.2,3,716,At-Risk Customer,High
8371,Male,19,45,16,0,1440.67,1.0,2,0,At-Risk Customer,High
7320,Female,52,30,24,2,1337.23,5.7,2,535,Budget Shopper,Medium
4369,Male,42,61,67,9,3037.46,7.2,1,5467,Regular Customer,Medium
6786,Female,36,33,28,3,1292.2,4.6,1,775,Budget Shopper,Medium
7402,Female,21,44,27,5,1634.3,5.5,0,1634,Budget Shopper,Medium
1140,Male,30,116,84,15,4546.02,9.1,1,10000,Premium Customer,Low
7632,Female,32,40,21,1,1092.61,5.4,1,219,Budget Shopper,Medium
2232,Female,28,95,78,11,4029.02,7.6,3,8864,Potential Loyalist,Low
2165,Female,38,80,78,13,3553.81,7.8,2,9240,Potential Loyalist,Low
5218,Male,47,61,63,9,2562.54,8.0,0,4613,Regular Customer,Medium
9445,Male,49,67,18,0,1615.8,3.8,1,0,At-Risk Customer,High
9238,Female,22,57,20,0,1539.15,4.1,2,0,At-Risk Customer,High
4562,Female,43,48,59,5,2419.81,6.1,0,2420,Regular Customer,Medium
1571,Female,38,116,84,14,4603.84,9.4,1,10000,Premium Customer,Low
173,Male,32,109,83,14,4643.03,9.2,0,10000,Premium Customer,Low
7164,Female,36,27,30,4,1171.23,2.9,0,937,Budget Shopper,Medium
2088,Female,46,74,68,8,3317.37,8.7,2,5308,Potential Loyalist,Low
4668,Female,37,53,49,10,2285.54,5.8,1,4571,Regular Customer,Medium
4566,Female,22,63,65,8,2744.94,7.4,0,4392,Regular Customer,Medium
7090,Female,51,25,18,3,720.34,4.9,1,432,Budget Shopper,Medium
6570,Female,43,34,22,3,749.55,6.0,1,450,Budget Shopper,Medium
4784,Female,34,61,61,1,2961.85,5.9,2,592,Regular Customer,Medium
2685,Female,21,86,78,12,3445.37,7.6,1,8269,Potential Loyalist,Low
1833,Female,25,118,90,10,5000.0,9.6,2,10000,Premium Customer,Low
8547,Male,41,70,12,1,1850.31,5.6,4,370,At-Risk Customer,High
5066,Male,39,55,63,8,2991.35,6.4,0,4786,Regular Customer,Medium
9131,Male,57,59,7,1,1373.86,3.0,4,275,At-Risk Customer,High
9356,Female,61,40,10,1,1386.08,2.9,2,277,At-Risk Customer,High
4413,Female,18,66,51,8,2899.64,6.9,0,4639,Regular Customer,Medium
7208,Female,51,32,20,2,1058.86,6.6,0,424,Budget Shopper,Medium
9891,Male,45,49,16,0,1657.05,1.8,3,0,At-Risk Customer,High
835,Female,18,110,84,15,4348.49,9.1,0,10000,Premium Customer,Low
6822,Female,48,33,25,4,1041.26,5.1,0,833,Budget Shopper,Medium
3782,Male,50,79,77,10,3566.75,7.4,1,7134,Potential Loyalist,Low
9013,Female,49,43,10,2,732.14,2.1,7,293,At-Risk Customer,High
7500,Male,46,31,28,2,1366.73,4.3,1,547,Budget Shopper,Medium
3425,Female,53,65,74,9,3325.3,9.0,0,5986,Potential Loyalist,Low
66,Male,30,121,82,14,4277.91,9.4,0,10000,Premium Customer,Low
2964,Female,36,82,70,11,3312.73,7.7,1,7288,Potential Loyalist,Low
5670,Male,36,64,59,7,2531.66,8.5,2,3544,Regular Customer,Medium
8963,Male,61,58,20,1,1869.04,1.8,1,374,At-Risk Customer,High
355,Female,43,110,91,15,4288.08,9.6,0,10000,Premium Customer,Low
8172,Female,49,42,9,1,852.58,2.1,0,171,At-Risk Customer,High
4031,Female,47,54,49,6,2445.04,7.6,0,2934,Regular Customer,Medium
8535,Male,43,35,10,2,864.05,3.8,5,346,At-Risk Customer,High
3652,Male,22,87,80,10,3876.54,8.1,1,7753,Potential Loyalist,Low
6740,Male,42,25,34,3,1275.73,6.4,1,765,Budget Shopper,Medium
3298,Female,46,89,76,12,3728.31,8.8,1,8948,Potential Loyalist,Low
4128,Male,53,42,52,11,2160.36,6.5,1,4753,Regular Customer,Medium
8044,Male,46,41,22,0,1041.23,4.4,1,0,At-Risk Customer,High
4768,Female,52,68,61,6,3096.05,7.6,1,3715,Regular Customer,Medium
473,Male,54,98,81,11,4079.17,9.7,1,8974,Premium Customer,Low
3762,Male,30,77,66,13,3344.98,9.3,0,8697,Potential Loyalist,Low
8618,Male,22,55,23,0,1708.42,2.7,3,0,At-Risk Customer,High
3567,Female,35,85,75,10,3558.8,8.6,1,7118,Potential Loyalist,Low
2761,Female,36,74,78,8,3722.08,6.9,0,5955,Potential Loyalist,Low
869,Female,40,115,88,17,4647.14,8.9,0,10000,Premium Customer,Low
9383,Female,54,34,21,2,1437.28,2.9,2,575,At-Risk Customer,High
8689,Male,25,48,16,2,1543.54,3.7,2,617,At-Risk Customer,High
4053,Female,53,53,59,11,2517.62,7.2,0,5539,Regular Customer,Medium
6131,Male,32,20,24,3,1235.1,6.0,2,741,Budget Shopper,Medium
3245,Male,24,84,74,11,3515.02,9.0,2,7733,Potential Loyalist,Low
4843,Female,38,46,55,7,2352.54,7.7,0,3294,Regular Customer,Medium
9331,Male,41,46,17,0,1310.69,1.8,3,0,At-Risk Customer,High
5641,Male,30,39,43,7,1923.41,4.6,0,2693,Regular Customer,Medium
5781,Female,32,62,51,8,2931.85,7.8,1,4691,Regular Customer,Medium
8541,Female,48,67,7,0,1449.57,3.6,1,0,At-Risk Customer,High
1076,Female,39,106,94,14,4282.52,8.9,1,10000,Premium Customer,Low
2958,Female,45,84,67,8,3835.22,8.0,2,6136,Potential Loyalist,Low
6753,Male,49,37,28,4,1576.83,4.8,2,1261,Budget Shopper,Medium
8658,Female,28,55,9,0,1480.43,2.0,1,0,At-Risk Customer,High
7273,Female,55,26,27,3,1092.44,5.3,0,655,Budget Shopper,Medium
4760,Female,38,70,52,9,2841.39,6.3,0,5115,Regular Customer,Medium
4863,Female,20,57,52,9,2607.52,8.7,3,4694,Regular Customer,Medium
7026,Male,20,34,26,3,1219.49,4.1,0,732,Budget Shopper,Medium
7648,Female,32,33,33,4,1276.33,4.3,1,1021,Budget Shopper,Medium
7162,Female,25,37,32,3,1634.31,5.5,1,981,Budget Shopper,Medium
74,Female,36,123,86,13,4464.82,9.3,0,10000,Premium Customer,Low
4902,Male,34,56,56,10,2628.17,7.8,0,5256,Regular Customer,Medium
4376,Female,28,58,47,7,2228.04,6.4,0,3119,Regular Customer,Medium
6699,Female,24,36,40,2,1576.63,5.6,0,631,Budget Shopper,Medium
9806,Male,42,39,12,1,1374.35,1.7,2,275,At-Risk Customer,High
1102,Female,44,87,89,16,3967.93,8.3,1,10000,Premium Customer,Low
9538,Female,47,43,8,1,979.58,3.7,2,196,At-Risk Customer,High
7656,Female,38,33,28,2,1188.32,5.4,2,475,Budget Shopper,Medium
5236,Male,41,61,58,6,2642.66,7.8,1,3171,Regular Customer,Medium
5166,Male,44,60,59,4,2663.15,6.5,3,2131,Regular Customer,Medium
119,Female,33,119,72,14,4380.96,8.4,0,10000,Premium Customer,Low
2023,Female,18,81,60,8,3345.06,7.4,0,5352,Potential Loyalist,Low
9886,Female,37,37,14,1,1246.59,3.4,4,249,At-Risk Customer,High
2639,Female,24,96,54,11,3379.48,6.9,0,7435,Potential Loyalist,Low
2035,Female,26,91,70,13,3685.41,6.6,0,9582,Potential Loyalist,Low
2565,Female,36,97,65,11,3717.63,7.9,2,8179,Potential Loyalist,Low
8666,Female,42,71,17,1,1766.7,3.2,2,353,At-Risk Customer,High
3544,Female,38,93,80,10,4275.63,7.7,0,8551,Potential Loyalist,Low
1220,Male,24,127,89,19,4897.6,9.7,3,10000,Premium Customer,Low
9715,Male,21,59,13,1,1451.32,4.8,7,290,At-Risk Customer,High
6712,Male,40,27,31,4,1256.99,5.4,1,1006,Budget Shopper,Medium
2904,Female,29,85,62,10,3173.29,8.9,1,6347,Potential Loyalist,Low
3027,Male,41,82,61,12,2934.18,6.1,1,7042,Potential Loyalist,Low
2511,Male,55,87,61,13,3010.98,7.9,0,7829,Potential Loyalist,Low
4202,Female,31,59,50,10,2711.83,6.5,1,5424,Regular Customer,Medium
3208,Female,38,87,81,10,3759.21,9.1,0,7518,Potential Loyalist,Low
4490,Female,53,68,53,8,3007.97,8.2,1,4813,Regular Customer,Medium
2756,Male,27,78,70,10,3495.23,9.2,2,6990,Potential Loyalist,Low
8890,Male,29,68,9,1,1603.33,2.3,1,321,At-Risk Customer,High
178,Male,42,122,86,14,4527.48,8.7,1,10000,Premium Customer,Low
1644,Male,54,114,85,14,4522.37,9.0,4,10000,Premium Customer,Low
9293,Male,39,33,14,2,836.13,4.0,2,334,At-Risk Customer,High
3519,Male,41,97,60,11,3545.22,8.3,1,7799,Potential Loyalist,Low
1375,Female,43,122,77,16,4211.17,9.0,2,10000,Premium Customer,Low
1721,Female,33,114,90,16,4348.07,8.3,0,10000,Premium Customer,Low
3996,Male,30,94,72,7,3558.27,7.8,1,4982,Potential Loyalist,Low
3689,Female,36,88,71,8,3564.45,7.4,1,5703,Potential Loyalist,Low
2265,Male,36,89,62,5,3399.7,7.5,1,3400,Potential Loyalist,Low
88,Male,39,113,84,16,4317.97,8.2,0,10000,Premium Customer,Low
2849,Female,36,90,68,12,3352.67,7.7,1,8046,Potential Loyalist,Low
8688,Female,26,38,15,1,900.4,2.5,2,180,At-Risk Customer,High
404,Female,42,110,84,14,4183.33,8.8,1,10000,Premium Customer,Low
9901,Female,35,49,13,0,1231.04,4.1,5,0,At-Risk Customer,High
4078,Male,60,58,50,7,2116.02,7.8,2,2962,Regular Customer,Medium
6836,Male,55,36,33,3,1582.83,5.0,2,950,Budget Shopper,Medium
6538,Female,28,38,19,4,1082.77,4.4,2,866,Budget Shopper,Medium
2457,Female,36,62,55,11,2768.69,7.8,0,6091,Potential Loyalist,Low
2752,Male,36,85,66,7,3366.81,7.5,5,4714,Potential Loyalist,Low
2215,Female,18,81,66,9,3051.67,7.9,2,5493,Potential Loyalist,Low
1028,Male,33,111,87,15,4705.99,8.5,1,10000,Premium Customer,Low
9704,Female,30,50,19,2,1641.27,1.8,3,657,At-Risk Customer,High
1422,Male,24,119,85,19,4598.29,9.5,2,10000,Premium Customer,Low
2437,Male,26,85,66,10,3162.75,7.3,1,6326,Potential Loyalist,Low
4278,Male,56,71,54,5,2643.36,8.5,0,2643,Regular Customer,Medium
9610,Male,40,56,18,1,1613.03,2.3,5,323,At-Risk Customer,High
1279,Male,29,112,85,14,4607.98,8.4,0,10000,Premium Customer,Low
6221,Female,49,44,25,2,1568.74,4.9,0,627,Budget Shopper,Medium
4908,Male,47,52,58,9,2291.46,6.3,2,4125,Regular Customer,Medium
5065,Male,56,46,63,6,2566.47,6.2,0,3080,Regular Customer,Medium
1979,Male,41,104,88,14,3965.33,8.7,2,10000,Premium Customer,Low
1062,Male,51,87,83,15,3813.72,9.6,0,10000,Premium Customer,Low
5015,Male,24,58,57,8,2840.76,7.4,2,4545,Regular Customer,Medium
4536,Male,26,64,49,7,2348.78,5.7,1,3288,Regular Customer,Medium
6994,Male,35,25,18,3,700.99,5.1,1,421,Budget Shopper,Medium
9254,Male,55,26,17,3,670.0,1.2,5,402,At-Risk Customer,High
1503,Male,40,103,85,13,3876.08,9.1,1,10000,Premium Customer,Low
8569,Male,39,57,15,2,1383.18,4.5,3,553,At-Risk Customer,High
9315,Female,52,40,21,2,1587.35,4.0,2,635,At-Risk Customer,High
8837,Male,44,49,19,1,1359.84,3.8,3,272,At-Risk Customer,High
8921,Female,18,51,14,0,1063.51,2.8,5,0,At-Risk Customer,High
4919,Male,37,59,54,8,2446.55,5.8,1,3914,Regular Customer,Medium
679,Female,48,117,85,13,4407.02,9.4,0,10000,Premium Customer,Low
5077,Female,43,63,56,8,2537.14,7.1,1,4059,Regular Customer,Medium
8065,Female,39,37,11,0,1139.08,2.3,4,0,At-Risk Customer,High
7569,Male,36,32,19,3,1264.69,3.8,2,759,Budget Shopper,Medium
103,Male,54,107,81,14,4439.55,9.3,0,10000,Premium Customer,Low
958,Male,51,114,84,15,4402.55,8.4,2,10000,Premium Customer,Low
8557,Male,40,34,11,0,497.19,3.6,2,0,At-Risk Customer,High
3786,Male,36,88,71,10,3472.95,8.1,1,6946,Potential Loyalist,Low
9631,Female,68,42,10,1,1158.81,2.5,2,232,At-Risk Customer,High
7174,Male,18,31,28,1,1244.95,5.8,1,249,Budget Shopper,Medium
4044,Female,23,61,67,5,3192.6,6.0,1,3193,Regular Customer,Medium
2649,Male,27,94,71,10,3738.19,7.9,0,7476,Potential Loyalist,Low
6001,Female,29,33,26,4,1548.92,7.3,0,1239,Budget Shopper,Medium
7928,Male,40,27,25,1,1056.21,3.7,1,211,Budget Shopper,Medium
2827,Male,18,87,73,10,3422.96,7.7,4,6846,Potential Loyalist,Low
4095,Male,40,66,64,7,2893.92,7.8,0,4051,Regular Customer,Medium
7775,Male,41,19,22,2,538.78,6.2,1,216,Budget Shopper,Medium
9259,Female,18,59,11,0,1380.85,1.9,1,0,At-Risk Customer,High
8114,Male,44,37,13,1,1148.07,3.1,3,230,At-Risk Customer,High
4773,Female,30,62,53,6,2267.59,8.1,0,2721,Regular Customer,Medium
1948,Male,52,110,87,16,4366.7,9.0,0,10000,Premium Customer,Low
6110,Male,39,23,18,2,1037.2,5.3,1,415,Budget Shopper,Medium
2300,Female,34,90,76,12,3900.58,8.4,1,9361,Potential Loyalist,Low
7845,Female,39,25,17,4,690.79,3.8,1,553,Budget Shopper,Medium
4383,Male,53,61,58,5,2465.08,6.5,0,2465,Regular Customer,Medium
5426,Female,45,60,48,8,2622.61,4.8,2,4196,Regular Customer,Medium
6772,Female,52,41,35,6,1712.0,5.6,0,2054,Budget Shopper,Medium
8579,Male,42,63,13,1,1700.57,3.0,5,340,At-Risk Customer,High
4292,Female,70,56,53,2,2476.25,6.7,0,990,Regular Customer,Medium
529,Male,37,112,95,16,4426.26,9.5,2,10000,Premium Customer,Low
1234,Female,35,131,95,17,4897.56,9.4,0,10000,Premium Customer,Low
780,Male,18,115,87,16,4377.49,10.0,1,10000,Premium Customer,Low
5860,Male,38,54,70,7,2572.96,6.3,1,3602,Regular Customer,Medium
3060,Male,34,85,69,10,3451.05,8.5,0,6902,Potential Loyalist,Low
8588,Male,37,61,20,2,1803.64,2.3,2,721,At-Risk Customer,High
1861,Female,53,109,83,18,4458.72,8.6,1,10000,Premium Customer,Low
8439,Male,40,46,21,1,1733.34,4.4,4,347,At-Risk Customer,High
7404,Female,41,34,22,3,1309.79,4.6,1,786,Budget Shopper,Medium
4640,Male,41,52,54,7,2393.09,6.9,1,3350,Regular Customer,Medium
4251,Female,18,51,46,8,2376.56,7.4,3,3802,Regular Customer,Medium
1993,Female,26,120,75,15,4432.7,9.4,1,10000,Premium Customer,Low
7380,Male,29,34,28,3,1063.85,5.9,0,638,Budget Shopper,Medium
7306,Male,41,33,29,1,1291.48,5.5,2,258,Budget Shopper,Medium
5304,Female,45,57,54,7,2408.22,7.0,0,3372,Regular Customer,Medium
8193,Female,34,54,16,1,1352.25,2.3,1,270,At-Risk Customer,High
7448,Female,70,36,23,4,1175.5,6.2,0,940,Budget Shopper,Medium
2472,Female,56,88,73,10,3590.75,7.5,0,7182,Potential Loyalist,Low
7198,Female,33,20,24,3,1227.71,5.5,0,737,Budget Shopper,Medium
5313,Female,39,68,48,11,2573.29,7.5,1,5661,Regular Customer,Medium
9036,Male,29,50,15,1,1504.81,2.4,1,301,At-Risk Customer,High
1397,Female,41,99,88,16,4242.62,9.3,1,10000,Premium Customer,Low
4003,Female,43,59,62,8,3138.42,6.4,2,5021,Regular Customer,Medium
